HS부호,한글품목명,영문품목명,성질통합분류코드,성질통합분류코드명
3917311000,에틸렌의 중합체로 만든 것,Of polymers of ethylene,25050101,플라스틱 관
3917312000,염화비닐의 중합체로 만든 것,Of polymers of vinyl chloride,25050101,플라스틱 관
3917319000,기타,Other,25050101,플라스틱 관
3917321000,에틸렌의 중합체로 만든 것,Of polymers of ethylene,25050101,플라스틱 관
3917322000,염화비닐의 중합체로 만든 것,Of polymers of vinyl chloride,25050101,플라스틱 관
3917329000,기타,Other,25050101,플라스틱 관
3917331000,에틸렌의 중합체로 만든 것,Of polymers of ethylene,25050101,플라스틱 관
3917332000,염화비닐의 중합체로 만든 것,Of polymers of vinyl chloride,25050101,플라스틱 관
3917339000,기타,Other,25050101,플라스틱 관
3917391000,에틸렌의 중합체로 만든 것,Of polymers of ethylene,25050101,플라스틱 관
3917392000,염화비닐의 중합체로 만든 것,Of polymers of vinyl chloride,25050101,플라스틱 관
3917399000,기타,Other,25050101,플라스틱 관
3917400000,연결구류,Fittings,25050101,플라스틱 관
3918101000,폴리염화비닐로 만든 것,Of polyvinyl chloride,25059001,기타 플라스틱제품
3918102000,염화비닐과 초산비닐의 공중합체로 만든 것,Of copolymers of vinyl chloride and vinyl acetate,25059001,기타 플라스틱제품
3918109000,기타,Other,25059001,기타 플라스틱제품
3918900000,그 밖의 플라스틱으로 만든 것,Of other plastics,25059001,기타 플라스틱제품
3919100000,롤 모양인 것(폭이 20센티미터 이하로 한정한다),In rolls of a width not exceeding 20 cm,25059001,기타 플라스틱제품
3919900000,기타,Other,25059001,기타 플라스틱제품
3920100000,에틸렌의 중합체로 만든 것,Of polymers of ethylene,25050201,필름류
3920200000,프로필렌의 중합체로 만든 것,Of polymers of propylene,25050201,필름류
3920300000,스티렌의 중합체로 만든 것,Of polymers of styrene,25059001,기타 플라스틱제품
3920430000,전 중량의 100분의 6 이상의 가소제를 함유하는 것,Containing by weight not less than 6 % of plasticisers,25059001,기타 플라스틱제품
3920490000,기타,Other,25059001,기타 플라스틱제품
3920510000,폴리(메틸메타크리레이트)로 만든 것,Of poly(methyl methacrylate),25059001,기타 플라스틱제품
3920590000,기타,Other,25059001,기타 플라스틱제품
3920610000,폴리카보네이트로 만든 것,Of polycarbonates,25059001,기타 플라스틱제품
3920620000,폴리(에틸렌테레프탈레이트)로 만든 것,Of poly(ethylene terephthalate),25050201,필름류
3920630000,불포화 폴리에스테르로 만든 것,Of unsaturated polyesters,25059001,기타 플라스틱제품
3920690000,그 밖의 폴리에스테르로 만든 것,Of other polyesters,25059001,기타 플라스틱제품
3920710000,재생 셀룰로오스로 만든 것,Of regenerated cellulose,25059001,기타 플라스틱제품
3920730000,초산셀룰로오스로 만든 것,Of cellulose acetate,25059001,기타 플라스틱제품
3920791000,벌커나이즈드 파이버의 것,Of vulcanised fibre,25059001,기타 플라스틱제품
3920799000,기타,Other,25059001,기타 플라스틱제품
3920910000,폴리(비닐 부티랄)로 만든 것,Of poly(vinyl butyral),25059001,기타 플라스틱제품
3920920000,폴리아미드로 만든 것,Of polyamides,25050201,필름류
3920930000,아미노수지로 만든 것,Of amino-resins,25059001,기타 플라스틱제품
3920940000,페놀수지로 만든 것,Of phenolic resins,25059001,기타 플라스틱제품
3920991000,항공기용,For aircrafts,25059001,기타 플라스틱제품
0039209990,기타,Other,,
3920999010,폴리이미드 필름(리드프레임의 기능을 하는 인쇄회로기판 제조용으로 한정한다),"Polyimides film, for manufacturing Printed Circuit Board with the function of lead frame",25059001,기타 플라스틱제품
3920999020,불화폴리이미드로 만든 것,Of fluorine polyimide,25059001,기타 플라스틱제품
3920999090,기타,Other,25059001,기타 플라스틱제품
3921110000,스티렌 중합체로 만든 것,Of polymers of styrene,25059001,기타 플라스틱제품
3921120000,염화비닐 중합체로 만든 것,Of polymers of vinyl chloride,25059001,기타 플라스틱제품
3921130000,폴리우레탄으로 만든 것,Of polyurethanes,25059001,기타 플라스틱제품
3921140000,재생 셀룰로오스로 만든 것,Of regenerated cellulose,25059001,기타 플라스틱제품
0039211910,에틸렌 중합체로 만든 것,Of polymers of ethylene,,
3921191010,격리막(이차전지 제조용으로 한정한다),"Separator, for manufacturing secondary battery",25050201,필름류
3921191090,기타,Other,25050201,필름류
0039211920,프로필렌 중합체로 만든 것,Of polymers of propylene,,
3921192010,격리막(이차전지 제조용으로 한정한다),"Separator, for manufacturing secondary battery",25050201,필름류
3921192090,기타,Other,25050201,필름류
0039211930,아크릴 중합체로 만든 것,Of acrylic polymers,,
3921193010,폴리메틸메타클레이트로 만든 것,Of polymethyl methacrylate,25059001,기타 플라스틱제품
3921193090,기타,Other,25059001,기타 플라스틱제품
0039211940,폴리카보네이트ㆍ알키드수지ㆍ폴리아릴 에스테르나 그 밖의 폴리에스테르로 만든 것,"Of polycarbonates, alkyd resins, polyallyl esters or other polyesters",,
3921194010,폴리카보네이트로 만든 것,Of polycarbonates,25059001,기타 플라스틱제품
3921194020,폴리에틸렌테레프탈레이트로 만든 것,Of polyethylene terephthalate,25050201,필름류
3921194030,불포화 폴리에스테르로 만든 것,Of unsaturated polyesters,25059001,기타 플라스틱제품
3921194090,기타,Other,25059001,기타 플라스틱제품
3921195000,그 밖의 셀룰로오스나 그 화학적 유도체로 만든 것,Of other cellulose or its chemical derivatives,25059001,기타 플라스틱제품
0039211990,기타,Other,,
3921199020,폴리아미드로 만든 것,Of polyamides,25050201,필름류
3921199040,페놀수지로 만든 것,Of phenolic resins,25059001,기타 플라스틱제품
3921199090,기타,Other,25059001,기타 플라스틱제품
3921901000,에틸렌의 중합체로 만든 것,Of polymers of ethylene,25050201,필름류
3921902000,프로필렌의 중합체로 만든 것,Of polymers of propylene,25050201,필름류
3921903000,스티렌의 중합체로 만든 것,Of polymers of styrene,25059001,기타 플라스틱제품
0039219040,염화비닐의 중합체로 만든 것,Of polymers of vinyl chloride,,
3921904010,경질의 것,Rigid,25059001,기타 플라스틱제품
3921904020,연질의 것,Flexible,25059001,기타 플라스틱제품
3921905000,아크릴 중합체로 만든 것,Of acrylic polymeres,25059001,기타 플라스틱제품
0039219060,폴리카보네이트ㆍ알키드수지ㆍ폴리아릴에스테르나 그 밖의 폴리에스테르로 만든 것,"Of polycarbonates, alkyd resins, polyallyl esters or other polyesters",,
3921906010,폴리카보네이트로 만든 것,Of polycarbonates,25059001,기타 플라스틱제품
3921906020,폴리에틸렌테레프탈레이트로 만든 것,Of polyethylene terephthalate,25050201,필름류
3921906030,불포화 폴리에스테르로 만든 것,Of unsaturated polyesters,25059001,기타 플라스틱제품
3921906090,기타,Other,25059001,기타 플라스틱제품
3921907000,셀룰로오스나 그 화학적 유도체로 만든 것,Of cellulose or its chemical derivatives,25059001,기타 플라스틱제품
0039219090,기타,Other,,
3921909010,폴리비닐 부티랄로 만든 것,Of polyvinyl butyral,25059001,기타 플라스틱제품
3921909020,폴리아미드로 만든 것,Of polyamides,25050201,필름류
3921909030,아미노수지로 만든 것,Of amino-resins,25059001,기타 플라스틱제품
3921909040,페놀수지로 만든 것,Of phenolic resins,25059001,기타 플라스틱제품
3921909050,폴리우레탄으로 만든 것,Of polyurethanes,25059001,기타 플라스틱제품
3921909090,기타,Other,25059001,기타 플라스틱제품
3922101000,목욕통과 샤워통,Baths and shower baths,12040501,플라스틱제 생활용품
3922102000,세면대,Wash-basins,12040501,플라스틱제 생활용품
3922103000,설거지통,Sinks,12040501,플라스틱제 생활용품
3922200000,변기용 시트(seat)와 커버,Lavatory seats and covers,12040501,플라스틱제 생활용품
3922901000,비데,Bidets,12040501,플라스틱제 생활용품
3922909000,기타,Other,12040501,플라스틱제 생활용품
3923100000,상자ㆍ케이스ㆍ바구니와 이와 유사한 물품,"Boxes, cases, crates and similar articles",12040501,플라스틱제 생활용품
3923210000,에틸렌 중합체로 만든 것,Of polymers of ethylene,12040501,플라스틱제 생활용품
3923290000,그 밖의 플라스틱으로 만든 것,Of other plastics,12040501,플라스틱제 생활용품
3923300000,카보이(carboy)ㆍ병ㆍ플라스크(flask)와 이와 유사한 물품,"Carboys, bottles, flasks and similar articles",12040501,플라스틱제 생활용품
3923400000,스풀(spool)ㆍ콥(cop)ㆍ보빈(bobbin)과 이와 유사한 물품,"Spools, cops, bobbins and similar supports",12040501,플라스틱제 생활용품
3923500000,뚜껑ㆍ마개ㆍ캡과 이와 유사한 물품,"Stoppers, lids, caps and other closures",12040501,플라스틱제 생활용품
3923900000,기타,Other,12040501,플라스틱제 생활용품
3924100000,식탁용품과 주방용품,Tableware and kitchenware,12040501,플라스틱제 생활용품
3924901000,비누접시와 통,Soap dishes and boxes,12040501,플라스틱제 생활용품
3924902000,탁상보과 그 밖의 이와 유사한 것,Table cloths and other similar articles,12040501,플라스틱제 생활용품
3924909000,기타,Other,12040501,플라스틱제 생활용품
3925100000,저장기ㆍ탱크ㆍ배트(vat)와 이와 유사한 용기(용량이 300리터를 초과하는 것으로 한정한다),"Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 ℓ",12040501,플라스틱제 생활용품
3925200000,문ㆍ창과 이들의 틀과 문지방,"Doors, windows and their frames and thresholds for doors",12040501,플라스틱제 생활용품
3925300000,"셔터ㆍ블라인드[베네치안 블라인드(venetian blind)를 포함한다]와 이와 유사한 물품, 이들의 부분품","Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",12040501,플라스틱제 생활용품
3925900000,기타,Other,12040501,플라스틱제 생활용품
3926101000,필통과 지우개,Pencil cases and erasers,13060201,문구류
3926102000,바인더,Binders,13060201,문구류
3926109000,기타,Other,13060201,문구류
3926200000,"의류와 의류 부속품(장갑, 벙어리장갑을 포함한다)","Articles of apparel and clothing accessories (including gloves, mittens and mitts)",12040501,플라스틱제 생활용품
3926300000,가구ㆍ차체(coachwork)와 이와 유사한 것들의 부착구,"Fittings for furniture, coachwork or the like",12040501,플라스틱제 생활용품
3926400000,작은 조각상과 그 밖의 장식용품,Statuettes and other ornamental articles,12041001,장식용 세공품
3926901000,기계용의 부분품,Parts for use in machinery and mechanical appliances,32039002,기타 일반기계 부품
3926902000,부채ㆍ핸드스크린(기계식이 아닌 것으로 한정한다)과 이들의 살ㆍ자루(살ㆍ자루의 부분품을 포함한다),Fans and hand screens non-mechanical; frames and handles therefor and parts of such frames and handles,12900101,기타 내구소비재
3926903000,레이블과 태그,Lables and tags,12040501,플라스틱제 생활용품
3926904000,케이스를 갖춘 접착테이프,Adhesive tapes with case,12040501,플라스틱제 생활용품
3926905000,그림틀ㆍ사진틀ㆍ거울틀과 이와 유사한 틀,"Frames for painting, photographs, mirrors and the like",12040501,플라스틱제 생활용품
3926906000,앨범,Albums,12040501,플라스틱제 생활용품
3926909000,기타,Other,12040501,플라스틱제 생활용품
4001100000,천연고무의 라텍스[프리-벌커나이즈된(pre-vulcanised) 것인지에 상관없다],"Natural rubber latex, whether or not pre-vulcanised",21080101,천연고무
4001210000,스모크드 시트(smoked sheet),Smoked sheets,21080101,천연고무
4001220000,공업 규격화된 천연고무(TSNR),Technically specified natural rubber (TSNR),21080101,천연고무
4001290000,기타,Other,21080101,천연고무
4001300000,발라타(balata)ㆍ구타페르카(gutta-percha)ㆍ구아율(guayule)ㆍ치클(chicle)과 이와 유사한 천연 검(gum),"Balata, gutta-percha, guayule, chicle and similar natural gums",21080101,천연고무
4002110000,라텍스,Latex,25010301,합성고무
4002190000,기타,Other,25010301,합성고무
4002201000,라텍스,Latex,25010301,합성고무
4002209000,기타,Other,25010301,합성고무
4002311000,라텍스,Latex,25010301,합성고무
4002319000,기타,Other,25010301,합성고무
4002391000,라텍스,Latex,25010301,합성고무
0040023990,기타,Other,,
4002399010,염화부틸고무(CIIR)의 것,Of chlorinated-isobutene-isoprene rubber (CIIR),25010301,합성고무
4002399020,브롬화 부틸고무(BIIR)의 것,Of brominated-isobutene-isoprene rubber (BIIR),25010301,합성고무
4002410000,라텍스,Latex,25010301,합성고무
4002490000,기타,Other,25010301,합성고무
4002510000,라텍스,Latex,25010301,합성고무
4002590000,기타,Other,25010301,합성고무
4002600000,이소프렌 고무(IR),Isoprene rubber (IR),25010301,합성고무
4002700000,에틸렌-프로필렌-비공액 디엔 고무(EPDM),Ethylene-propylene-non-conjugated diene rubber (EPDM),25010301,합성고무
4002800000,제4001호의 물품과 제4002호의 물품과의 혼합물,Mixtures of any product of heading 40.01 with any product of this heading,25010301,합성고무
4002910000,라텍스,Latex,25010301,합성고무
4002991000,카르복시화한 아크릴로니트릴 부타디엔고무(XNBR)의 것,Of carboxylated acrylonitrile-butadiene rubbers (XNBR),25010301,합성고무
4002999000,기타,Other,25010301,합성고무
4003000000,재생고무[일차제품(primary form)ㆍ판ㆍ시트(sheet)ㆍ스트립 모양으로 한정한다],"Reclaimed rubber in primary forms or in plates, sheets or strip.",25010301,합성고무
0040040010,타이어의 것,Of tyres,,
4004001010,제87류 자동차용의 타이어의 것,Of tyres for vehicles of Chapter 87,25010301,합성고무
4004001090,기타,Other,25010301,합성고무
4004002000,합성고무(타이어를 제외한다)의 것,Of synthetic rubber excluding tyres,25010301,합성고무
4004009000,기타,Other,25010301,합성고무
4005101000,판ㆍ시트(sheet)ㆍ스트립,"Plates, sheets and strip",21080201,원료용 고무제품
4005109000,기타,Other,21080201,원료용 고무제품
4005200000,용액과 분산액(소호 제4005.10호의 물품은 제외한다),Solutions; dispersions other than those of subheading 4005.10,21080201,원료용 고무제품
4005910000,판ㆍ시트(sheet)ㆍ스트립,"Plates, sheets and strip",21080201,원료용 고무제품
4005990000,기타,Other,21080201,원료용 고무제품
4006100000,고무타이어 재생용 “캐멀-백(camel-back)” 스트립,“Camel-back” strips for retreading rubber tyres,21080201,원료용 고무제품
4006904000,고무디스크ㆍ링ㆍ와셔,"Rubber discs, rings and washers",21080201,원료용 고무제품
4006909000,기타,Other,21080201,원료용 고무제품
4007001000,고무실,Rubber thread,21080201,원료용 고무제품
4007002000,고무끈,Rubber cord,21080201,원료용 고무제품
4008111000,보강을 위하여 방직용 직물과 결합된 것,Combined with textile fabrics for reinforcing purposes,21080201,원료용 고무제품
4008119000,기타,Other,21080201,원료용 고무제품
4008191000,보강을 위하여 방직용 직물과 결합된 것,Combined with textile fabrics for reinforcing purposes,21080201,원료용 고무제품
4008199000,기타,Other,21080201,원료용 고무제품
4008211000,보강을 위해서 방직용 직물과 결합된 것,Combined with textile fabrics for reinforcing purposes,21080201,원료용 고무제품
4008219000,기타,Other,21080201,원료용 고무제품
4008291000,보강을 위해서 방직용 직물과 결합된 것,Combined with textile fabrics for reinforcing purposes,21080201,원료용 고무제품
4008299000,기타,Other,21080201,원료용 고무제품
4009110000,연결구류를 부착하지 않은 것,Without fittings,21080201,원료용 고무제품
4009120000,연결구류를 부착한 것,With fittings,21080201,원료용 고무제품
4009210000,연결구류를 부착하지 않은 것,Without fittings,21080201,원료용 고무제품
4009220000,연결구류를 부착한 것,With fittings,21080201,원료용 고무제품
4009310000,연결구류를 부착하지 않은 것,Without fittings,21080201,원료용 고무제품
4009320000,연결구류를 부착한 것,With fittings,21080201,원료용 고무제품
4009410000,연결구류를 부착하지 않은 것,Without fittings,21080201,원료용 고무제품
4009420000,연결구류를 부착한 것,With fittings,21080201,원료용 고무제품
4010110000,금속으로만 보강된 것,Reinforced only with metal,21080201,원료용 고무제품
4010120000,방직용 섬유 재료로만 보강된 것,Reinforced only with textile materials,21080201,원료용 고무제품
4010191000,플라스틱으로만 보강된 것,Reinforced only with plastics,21080201,원료용 고무제품
4010199000,기타,Other,21080201,원료용 고무제품
4010310000,횡단면이 사다리꼴형의 전동(transmission)용 엔드리스(endless) 벨트(브이벨트)로서 바깥둘레가 60센티미터 초과 180센티미터 이하인 것(브이홈이 파인 것으로 한정한다),"Endless transmission belts of trapezoidal cross-section (V- belts), V-ribbed, of an outside circumference exceeding 60 cm but not exceeding 180 cm",21080201,원료용 고무제품
4010320000,횡단면이 사다리꼴형의 전동(transmission)용 엔드리스(endless) 벨트(브이벨트)로서 바깥둘레가 60센티미터 초과 180센티미터 이하인 것(브이홈이 파인 것은 제외한다),"Endless transmission belts of trapezoidal cross-section (V- belts), other than V-ribbed, of an outside circumference exceeding 60 ㎝m but not exceeding 180 ㎝",21080201,원료용 고무제품
4010330000,횡단면이 사다리꼴형의 전동(transmission)용 엔드리스(endless) 벨트(브이벨트)로서 바깥둘레가 180센티미터 초과 240센티미터 이하인 것(브이홈이 파인 것으로 한정한다),"Endless transmission belts of trapezoidal cross-section (V-belts), V-ribbed, of an outside circumference exceeding 180 cm but not exceeding 240 cm",21080201,원료용 고무제품
4010340000,횡단면이 사다리꼴형의 전동(transmission)용 엔드리스(endless) 벨트(브이벨트)로서 바깥둘레가 180센티미터 초과 240센티미터 이하인 것(브이홈이 파인 것은 제외한다),"Endless transmission belts of trapezoidal cross-section (V-belts), other than V-ribbed, of an outside circumference exceeding 180 cm but not exceeding 240 cm",21080201,원료용 고무제품
4010350000,엔드리스 싱크러너스(endless synchronous) 벨트로서 바깥둘레가 60센티미터 초과 150센티미터 이하인 것,"Endless synchronous belts, of an outside circumference exceeding 60 cm but not exceeding 150 cm",21080201,원료용 고무제품
4010360000,엔드리스 싱크러너스(endless synchronous) 벨트로서 바깥둘레가 150센티미터 초과 198센티미터 이하인 것,"Endless synchronous belts, of an outside circumference exceeding 150 cm but not exceeding 198 cm",21080201,원료용 고무제품
4010390000,기타,Other,21080201,원료용 고무제품
4011101000,래디알 구조의 것,Of radial carcass,13030201,고무타이어 및 타이어튜브
4011102000,바이어스 구조의 것,Of biased carcass,13030201,고무타이어 및 타이어튜브
4011109000,기타,Other,13030201,고무타이어 및 타이어튜브
0040112010,래디알 구조의 것,Of radial carcass,,
4011201010,림의 지름이 49.53센티미터 미만인 것,For use on a rim measuring less than 49.53 ㎝ in diameter,13030201,고무타이어 및 타이어튜브
4011201090,기타,Other,13030201,고무타이어 및 타이어튜브
0040112020,바이어스 구조의 것,Of biased carcass,,
4011202010,림의 지름이 49.53센티미터 미만인 것,For use on a rim measuring less than 49.53 ㎝ in diameter,13030201,고무타이어 및 타이어튜브
4011202090,기타,Other,13030201,고무타이어 및 타이어튜브
4011209000,기타,Other,13030201,고무타이어 및 타이어튜브
4011300000,항공기용,Of a kind used on aircraft,13030201,고무타이어 및 타이어튜브
4011400000,모터사이클용,Of a kind used on motorcycles,13030201,고무타이어 및 타이어튜브
4011500000,자전거용,Of a kind used on bicycles,13030201,고무타이어 및 타이어튜브
4011701000,헤링본(herring-bone)이나 이와 유사한 트레드(tread)가 있는 것,Having a “herring-bone” or similar tread,13030201,고무타이어 및 타이어튜브
4011709000,기타,Other,13030201,고무타이어 및 타이어튜브
0040118010,헤링본(herring-bone)이나 이와 유사한 트레드(tread)가 있는 것,Having a ”herring-bone” or similar tread,,
4011801010,림(rim)의 지름이 61센티미터 이하인 것,Having a rim size not exceeding 61 ㎝,13030201,고무타이어 및 타이어튜브
4011801090,기타,Other,13030201,고무타이어 및 타이어튜브
0040118090,기타,Other,,
4011809010,림(rim)의 지름이 61센티미터 이하인 것,Having a rim size not exceeding 61 ㎝,13030201,고무타이어 및 타이어튜브
4011809090,기타,Other,13030201,고무타이어 및 타이어튜브
4011900000,기타,Other :,13030201,고무타이어 및 타이어튜브
4012110000,승용자동차용[스테이션왜건(station wagon)과 경주 자동차용을 포함한다],Of a kind used on motor cars (including station wagons and racing cars),13030201,고무타이어 및 타이어튜브
4012120000,버스용ㆍ화물자동차용,Of a kind used on buses or lorries,13030201,고무타이어 및 타이어튜브
4012130000,항공기용,Of a kind used on aircraft,13030201,고무타이어 및 타이어튜브
4012190000,기타,Other,13030201,고무타이어 및 타이어튜브
4012201000,항공기용,Of a kind used on aircraft,13030201,고무타이어 및 타이어튜브
0040122090,기타,Other,,
4012209010,승용자동차용[스테이션왜건(station wagon)과 경주 자동차용을 포함한다],Of a kind used on motor cars (including station wagons and racing cars),13030201,고무타이어 및 타이어튜브
4012209020,버스용이나 화물차용의 것,Of a kind used on buses or lorries,13030201,고무타이어 및 타이어튜브
4012209090,기타,Other,13030201,고무타이어 및 타이어튜브
4012901000,항공기용,Of a kind used on aircraft,13030201,고무타이어 및 타이어튜브
0040129090,기타,Other,,
4012909010,솔리드 타이어,Solid tyres,13030201,고무타이어 및 타이어튜브
4012909020,쿠션 타이어,Cushion tyres,13030201,고무타이어 및 타이어튜브
4012909030,타이어트레드,Tyre treads,13030201,고무타이어 및 타이어튜브
4012909040,타이어 플랩,Tyre flaps,13030201,고무타이어 및 타이어튜브
4012909090,기타,Other,13030201,고무타이어 및 타이어튜브
4013101000,승용자동차용[스테이션왜건(station wagon)과 경주 자동차용을 포함한다],Of a kind used on motor cars (including station wagons and racing cars),13030201,고무타이어 및 타이어튜브
4013102000,버스ㆍ화물차용,Of a kind used on buses or lorries,13030201,고무타이어 및 타이어튜브
4013200000,자전거용,Of a kind used on bicycles,13030201,고무타이어 및 타이어튜브
4013901000,항공기용,Of a kind used on aircraft,13030201,고무타이어 및 타이어튜브
0040139090,기타,Other,,
4013909010,모터싸이클ㆍ모터스쿠터용,Of a kind used on motorcycles or motor scooters,13030201,고무타이어 및 타이어튜브
4013909020,산업용ㆍ농경용,Of a kind used on industrial vehicles or agricultural machinery,13030201,고무타이어 및 타이어튜브
4013909090,기타,Other,13030201,고무타이어 및 타이어튜브
4014100000,콘돔,Sheath contraceptives,13039001,기타 고무제품
4014901000,젖꼭지,Teats,13039001,기타 고무제품
4014909000,기타,Other,13039001,기타 고무제품
4015120000,내과용ㆍ외과용ㆍ치과용ㆍ수의과용으로 사용되는 종류의 것,"Of a kind used for medical, surgical, dental or veterinary purposes",13039001,기타 고무제품
4015190000,기타,Other,13039001,기타 고무제품
4015901000,잠수복,Protective clothing for divers,13039001,기타 고무제품
4015902000,방사선 방호복,Protective clothing for radiologists,13039001,기타 고무제품
4015909000,기타,Other,13039001,기타 고무제품
4016100000,셀룰러 고무로 만든 것,Of cellular rubber,21080201,원료용 고무제품
4016910000,바닥깔개와 매트,Floor coverings and mats,21080201,원료용 고무제품
4016920000,지우개,Erasers,13060201,문구류
4016930000,개스킷(gasket)ㆍ와셔(washer)ㆍ그 밖의 실(seal),"Gaskets, washers and other seals",21080201,원료용 고무제품
4016940000,보트나 도크펜더(dock fender)(공기주입식인지에 상관없다),"Boat or dock fenders, whether or not inflatable",21080201,원료용 고무제품
4016951000,공기 매트리스,Pneumatic mattresses,21080201,원료용 고무제품
4016952000,베개,Pillows,21080201,원료용 고무제품
4016953000,쿠션,Cushions,21080201,원료용 고무제품
4016959000,기타,Other,21080201,원료용 고무제품
0040169910,기계용의 것,Of a kind used on machines,,
4016991010,기구ㆍ비행선ㆍ비행기계류ㆍ글라이더ㆍ연과 로토슈트의 부품,"Parts of balloons, airships, flying machines, gliders, kites and rotochutes",21080201,원료용 고무제품
4016991090,기타,Other,21080201,원료용 고무제품
4016992000,고무밴드,Rubber bands,21080201,원료용 고무제품
4016993000,병마개,Stoppers and rings for bottles,21080201,원료용 고무제품
4016999000,기타,Other,21080201,원료용 고무제품
4017001000,경질고무(웨이스트와 스크랩을 제외한다),"Hard rubber, excluding waste and scrap",21080201,원료용 고무제품
4017002000,경질고무의 제품,Articles of hard rubber,21080201,원료용 고무제품
4017003000,경질고무의 웨이스트와 스크랩,Waste and scrap of hard rubber,21080201,원료용 고무제품
4101201000,유연처리 하지 않은 원피,"Hides and skins, untanned",21050101,소와 마속 가죽
4101202000,유연처리(유연전처리를 포함한다)한 원피(원상태로 복귀할 수 있는 것으로 한정한다),"Hides and skins, which have undergone a tanning (including pre-tanning) process which is reversible",21050101,소와 마속 가죽
0041015010,유연처리 하지 않은 원피,"Hides and skins, untanned",,
0410150101,컨벤셔널(conventional),Conventional,,
4101501011,카우하이드(cow hide),Cow hide,21050101,소와 마속 가죽
4101501012,스티어하이드(steer hide),Steer hide,21050101,소와 마속 가죽
4101501013,옥스하이드(ox hide),Ox hide,21050101,소와 마속 가죽
4101501014,불하이드(bull hide),Bull hide,21050101,소와 마속 가죽
4101501019,기타,Other,21050101,소와 마속 가죽
0410150102,트림드(trimmed)와 후레쉬드(fleshed),Trimmed and fleshed,,
4101501021,카우하이드(cow hide),Cow hide,21050101,소와 마속 가죽
4101501022,스티어하이드(steer hide),Steer hide,21050101,소와 마속 가죽
4101501023,옥스하이드(ox hide),Ox hide,21050101,소와 마속 가죽
4101501024,불하이드(bull hide),Bull hide,21050101,소와 마속 가죽
4101501029,기타,Other,21050101,소와 마속 가죽
4101501090,기타,Other,21050101,소와 마속 가죽
4101502000,유연처리(유연전처리를 포함한다)한 원피(원상태로 복귀할 수 있는 것으로 한정한다),"Hides and skins, which have undergone a tanning (including pre-tanning) process which is reversible",21050101,소와 마속 가죽
0041019010,유연처리 하지 않은 원피,"Hides and skins, untanned",,
4101901010,버트(butt)와 벤드(bend),Butts and bends,21050101,소와 마속 가죽
0410190109,기타,Other,,
4101901091,송아지의 원피,Of calf skin,21050101,소와 마속 가죽
4101901099,기타,Other,21050101,소와 마속 가죽
4101902000,유연처리(유연전처리를 포함한다)한 원피(원상태로 복귀할 수 있는 것으로 한정한다),"Hides and skins, which have undergone a tanning (including pre-tanning) process which is reversible",21050101,소와 마속 가죽
4102100000,털을 제거하지 않은 것,With wool on,21050201,양가죽
4102211000,유연처리 하지 않은 원피,"Hides and skins, untanned",21050201,양가죽
4102212000,유연처리(유연전처리를 포함한다)한 원피(원상태로 복귀할 수 있는 것으로 한정한다),"Hides and skins, which have undergone a tanning (including pre-tanning) process which is reversible",21050201,양가죽
4102291000,유연처리 하지 않은 원피,"Hides and skins, untanned",21050201,양가죽
4102292000,유연처리(유연전처리를 포함한다)한 원피(원상태로 복귀할 수 있는 것으로 한정한다),"Hides and skins, which have undergone a tanning (including pre-tanning) process which is reversible",21050201,양가죽
0041032010,유연처리 하지 않은 원피,"Hides and skins, untanned",,
4103201010,뱀의 원피,Of snake,21059001,기타 가죽
4103201030,악어의 원피,Of crocodile,21059001,기타 가죽
4103201090,기타,Other,21059001,기타 가죽
4103202000,유연처리(유연전처리를 포함한다)한 원피(원상태로 복귀할 수 있는 것으로 한정한다),"Hides and skins, which have undergone a tanning (including pretanning) process which is reversible",21059001,기타 가죽
4103301000,유연처리 하지 않은 원피,"Hides and skins, untanned",21059001,기타 가죽
4103302000,유연처리(유연전처리를 포함한다)한 원피(원상태로 복귀할 수 있는 것으로 한정한다),"Hides and skins, which have undergone a tanning (including pretanning) process which is reversible",21059001,기타 가죽
0041039010,유연처리 하지 않은 원피,"Hides and skins, untanned",,
4103901010,장어류의 원피,Of eels,21059001,기타 가죽
4103901020,캥거루의 원피,Of kangaroo,21059001,기타 가죽
4103901030,낙타(단봉낙타를 포함한다)의 원피,Of camels (including dromedaries),21059001,기타 가죽
4103901090,기타,Other,21059001,기타 가죽
4103902000,유연처리(유연전처리를 포함한다)한 원피(원상태로 복귀할 수 있는 것으로 한정한다),"Hides and skins, which have undergone a tanning (including pretanning) process which is reversible",21059001,기타 가죽
4104110000,"스플릿(split)하지 않은 풀 그레인(full grain), 그레인 스플릿(grain split)","Full grains, unsplit; grain splits",21050101,소와 마속 가죽
4104190000,기타,Other,21050101,소와 마속 가죽
4104410000,"스플릿(split)하지 않은 풀 그레인(full grain), 그레인 스플릿(grain split)","Full grains, unsplit; grain splits",21050101,소와 마속 가죽
4104490000,기타,Other,21050101,소와 마속 가죽
4105100000,습윤 상태의 것[웨트-블루(wet-blue)를 포함한다],In the wet state (including wet-blue),21059001,기타 가죽
4105300000,건조 상태의 것(크러스트),In the dry state (crust),21059001,기타 가죽
4106210000,습윤 상태의 것[웨트-블루(wet-blue)를 포함한다],In the wet state (including wet-blue),21059001,기타 가죽
4106220000,건조 상태의 것(크러스트),In the dry state (crust),21059001,기타 가죽
