HS부호,한글품목명,영문품목명,성질통합분류코드,성질통합분류코드명
0101211000,농가 사육용,For farm breeding,11020101,말
0101219000,기타,Other,11020101,말
0101291000,경주말,Horses for racing,11020101,말
0101299000,기타,Other,11020101,말
0101300000,당나귀,Asses,11020190,기타 산 동물
0101900000,기타,Other,11020190,기타 산 동물
0102211000,젖소,For milk ,11020102,소
0102212000,육우(肉牛),For meat,11020102,소
0102219000,기타,Other,11020102,소
0102291000,젖소,For milk ,11020102,소
0102292000,육우(肉牛),For meat,11020102,소
0102299000,기타,Other,11020102,소
0102310000,번식용,Pure-bred breeding animals,11020102,소
0102391000,젖소,For milk ,11020102,소
0102392000,육우(肉牛),For meat,11020102,소
0102399000,기타,Other,11020102,소
0102901000,번식용,Pure-bred breeding animals,11020102,소
0001029090,기타,Other,,
0102909010,젖소,For milk,11020102,소
0102909020,육우(肉牛),For meat,11020102,소
0102909090,기타,Other,11020102,소
0103100000,번식용,Pure-bred breeding animals,11020103,돼지
0103910000,중량이 50킬로그램 미만인 것,Weighing less than 50 kg,11020103,돼지
0103920000,중량이 50킬로그램 이상인 것,Weighing 50 kg or more,11020103,돼지
0104101000,번식용,Pure-bred breeding animals,11020190,기타 산 동물
0104109000,기타,Other,11020190,기타 산 동물
0104201000,젖염소,Milk goats,11020190,기타 산 동물
0104209000,기타,Other,11020190,기타 산 동물
0105111000,번식용,Pure-bred breeding animals,11020104,닭
0105119000,기타,Other,11020104,닭
0105120000,칠면조,Turkeys,11020105,칠면조
0105131000,번식용,Pure-bred breeding animals,11020106,오리
0105139000,기타,Other,11020106,오리
0105140000,거위,Geese,11020190,기타 산 동물
0105150000,기니아새,Guinea fowls,11020190,기타 산 동물
0105941000,번식용,Pure-bred breeding animals,11020104,닭
0105949000,기타,Other,11020104,닭
0001059910,오리,Ducks,,
0105991010,번식용,Pure-bred breeding animals,11020106,오리
0105991090,기타,Other,11020106,오리
0105992000,칠면조,Turkeys,11020105,칠면조
0105999000,기타,Other,11020190,기타 산 동물
0106110000,영장류,Primates,11020190,기타 산 동물
0106121000,"고래ㆍ돌고래ㆍ쇠돌고래(고래목의 포유동물), 매너티ㆍ듀공(바다소목의 포유동물)","Whales, dolphins and porpoises (mammals of the order Cetacea); manatees and dugongs (mammals of the order Sirenia)",11020190,기타 산 동물
0106122000,"물개, 바다사자와 바다코끼리(기각아목의 포유동물)","Seals, sea lions and walruses (mammals of the suborder Pinnipedia)",11020190,기타 산 동물
0106130000,낙타와 그 밖의 낙타과의 동물[카멜리대(Camelidae)과],Camels and other camelids (Camelidae),11020190,기타 산 동물
0106141000,번식용,Pure-bred breeding animals,11020190,기타 산 동물
0106149000,기타,Other,11020190,기타 산 동물
0106191000,개,Dogs,11020190,기타 산 동물
0106193000,사슴,Deer,11020190,기타 산 동물
0106194000,곰,Bears,11020190,기타 산 동물
0001061950,여우,Fox,,
0106195010,번식용,Pure-bred breeding animals,11020190,기타 산 동물
0106195090,기타,Other,11020190,기타 산 동물
0001061960,밍크,Mink,,
0106196010,번식용,Pure-bred breeding animals,11020190,기타 산 동물
0106196090,기타,Other,11020190,기타 산 동물
0106199000,기타,Other,11020190,기타 산 동물
0106201000,뱀,Snakes,11020190,기타 산 동물
0106202000,자라,Fresh-water tortoises,11020190,기타 산 동물
0106203000,거북,Turtles,11020190,기타 산 동물
0106209000,기타,Other,11020190,기타 산 동물
0106310000,맹금류,Birds of prey,11020190,기타 산 동물
0106320000,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],"Psittaciformes (including parrots, parakeets, macaws and cockatoos)",11020190,기타 산 동물
0106330000,타조와 에뮤(emus)[드로마이어스 노배홀란디애(Dromaius novaehollandiae)],Ostriches; emus (Dromaius novaehollandiae),11020190,기타 산 동물
0106390000,기타,Other,11020190,기타 산 동물
0106410000,벌,Bees,11020190,기타 산 동물
0106490000,기타,Other,11020190,기타 산 동물
0106901000,양서류,Amphibia,11020190,기타 산 동물
0001069030,환형동물류,Annelida,,
0106903010,갯지렁이,Lug worms,11020190,기타 산 동물
0106903020,실지렁이,Sludge worms,11020190,기타 산 동물
0106903090,기타,Other,11020190,기타 산 동물
0106909000,기타,Other,11020190,기타 산 동물
0201100000,도체(屠體)와 이분도체(二分屠體),Carcasses and half-carcasses,11020201,소고기
0201201000,갈비,Short ribs,11020201,소고기
0201209000,기타,Other,11020201,소고기
0201300000,뼈 없는 것,Boneless,11020201,소고기
0202100000,도체(屠體)와 이분도체(二分屠體),Carcasses and half-carcasses,11020201,소고기
0202201000,갈비,Short ribs,11020201,소고기
0202209000,기타,Other,11020201,소고기
0202300000,뼈 없는 것,Boneless,11020201,소고기
0203110000,도체(屠體)와 이분도체(二分屠體),Carcasses and half-carcasses,11020202,돼지고기
0203120000,넓적다리살ㆍ어깨살과 이를 절단한 것(뼈가 있는 것으로 한정한다),"Hams, shoulders and cuts thereof, with bone in",11020202,돼지고기
0203191000,삼겹살,Streaky pork,11020202,돼지고기
0203199000,기타,Other,11020202,돼지고기
0203210000,도체(屠體)와 이분도체(二分屠體),Carcasses and half-carcasses,11020202,돼지고기
0203220000,넓적다리살ㆍ어깨살과 이를 절단한 것(뼈가 있는 것으로 한정한다),"Hams, shoulders and cuts thereof, with bone in",11020202,돼지고기
0203291000,삼겹살,Streaky pork,11020202,돼지고기
0203299000,기타,Other,11020202,돼지고기
0204100000,어린 면양의 도체(屠體)와 이분도체(二分屠體)(신선한 것이나 냉장한 것으로 한정한다),"Carcasses and half-carcasses of lamb, fresh or chilled",11020290,기타 육류
0204210000,도체(屠體)와 이분도체(二分屠體),Carcasses and half-carcasses,11020290,기타 육류
0204220000,그 밖의 것으로서 뼈째로 절단한 것,Other cuts with bone in,11020290,기타 육류
0204230000,뼈 없는 것,Boneless,11020290,기타 육류
0204300000,어린 면양의 도체(屠體)와 이분도체(二分屠體)(냉동한 것으로 한정한다),"Carcasses and half-carcasses of lamb, frozen",11020290,기타 육류
0204410000,도체(屠體)와 이분도체(二分屠體),Carcasses and half-carcasses,11020290,기타 육류
0204420000,그 밖의 것으로서 뼈째로 절단한 것,Other cuts with bone in,11020290,기타 육류
0204430000,뼈 없는 것,Boneless,11020290,기타 육류
0204500000,염소의 고기,Meat of goats,11020290,기타 육류
0205000000,"말ㆍ당나귀ㆍ노새ㆍ버새의 고기(신선한 것, 냉장하거나 냉동한 것으로 한정한다)","Meat of horses, asses, mules or hinnies, fresh, chilled or frozen.",11020290,기타 육류
0206100000,소의 것(신선한 것이나 냉장한 것으로 한정한다),"Of bovine animals, fresh or chilled",11020301,소 설육
0206210000,혀,Tongues,11020301,소 설육
0206220000,간,Livers,11020301,소 설육
0206291000,꼬리,Tails,11020301,소 설육
0206292000,족,Feet,11020301,소 설육
0206299000,기타,Other,11020301,소 설육
0206300000,돼지의 것(신선한 것이나 냉장한 것으로 한정한다),"Of swine, fresh or chilled",11020302,돼지 설육
0206410000,간,Livers,11020302,돼지 설육
0206491000,족,Feet,11020302,돼지 설육
0206499000,기타,Other,11020302,돼지 설육
0206800000,기타(신선한 것이나 냉장한 것으로 한정한다),"Other, fresh or chilled",11020390,기타 설육
0206900000,기타(냉동한 것으로 한정한다),"Other, frozen",11020390,기타 설육
0207110000,절단하지 않은 육(신선한 것이나 냉장한 것으로 한정한다),"Not cut in pieces, fresh or chilled",11020203,닭고기
0207120000,절단하지 않은 육(냉동한 것으로 한정한다),"Not cut in pieces, frozen",11020203,닭고기
0207131000,절단육,Cuts,11020203,닭고기
0002071320,설육(屑肉),Offal,,
0207132010,간,Liver,11020303,닭 설육
0207132090,기타,Other,11020303,닭 설육
0002071410,절단육,Cuts,,
0207141010,다리,Leg,11020203,닭고기
0207141020,가슴,Breast,11020203,닭고기
0207141030,날개,Wing,11020203,닭고기
0207141090,기타,Other,11020203,닭고기
0002071420,설육(屑肉),Offal,,
0207142010,간,Liver,11020303,닭 설육
0207142090,기타,Other,11020303,닭 설육
0207240000,절단하지 않은 육(신선한 것이나 냉장한 것으로 한정한다),"Not cut in pieces, fresh or chilled",11020290,기타 육류
0207250000,절단하지 않은 육(냉동한 것으로 한정한다),"Not cut in pieces, frozen",11020290,기타 육류
0207261000,절단육,Cuts,11020290,기타 육류
0002072620,설육(屑肉),Offal,,
0207262010,간,Liver,11020390,기타 설육
0207262090,기타,Other,11020390,기타 설육
0207271000,절단육,Cuts,11020290,기타 육류
0002072720,설육(屑肉),Offal,,
0207272010,간,Liver,11020390,기타 설육
0207272090,기타,Other,11020390,기타 설육
0207410000,절단하지 않은 육(신선한 것이나 냉장한 것으로 한정한다),"Not cut in pieces, fresh or chilled",11020204,오리고기
0207420000,절단하지 않은 육(냉동한 것으로 한정한다),"Not cut in pieces, frozen",11020204,오리고기
0207430000,지방간(신선한 것이나 냉장한 것으로 한정한다),"Fatty livers, fresh or chilled",11020204,오리고기
0207441000,절단육,Cuts,11020204,오리고기
0002074420,설육(屑肉),Offal,,
0207442010,간,Liver,11020304,오리 설육
0207442090,기타,Other,11020304,오리 설육
0207451000,절단육,Cuts,11020204,오리고기
0002074520,설육(屑肉),Offal,,
0207452010,간,Liver,11020304,오리 설육
0207452090,기타,Other,11020304,오리 설육
0207510000,절단하지 않은 육(신선한 것이나 냉장한 것으로 한정한다),"Not cut in pieces, fresh or chilled",11020204,오리고기
0207520000,절단하지 않은 육(냉동한 것으로 한정한다),"Not cut in pieces, frozen",11020204,오리고기
0207530000,지방간(신선한 것이나 냉장한 것으로 한정한다),"Fatty livers, fresh or chilled",11020204,오리고기
0207541000,절단육,Cuts,11020204,오리고기
0002075420,설육(屑肉),Offal,,
0207542010,간,Liver,11020304,오리 설육
0207542090,기타,Other,11020304,오리 설육
0207551000,절단육,Cuts,11020204,오리고기
0002075520,설육(屑肉),Offal,,
0207552010,간,Liver,11020304,오리 설육
0207552090,기타,Other,11020304,오리 설육
0207601000,절단하지 않은 육(신선한 것이나 냉장한 것으로 한정한다),"Not cut in pieces, fresh or chilled",11020204,오리고기
0207602000,절단하지 않은 육(냉동한 것으로 한정한다),"Not cut in pieces, frozen",11020204,오리고기
0000207603,기타(신선한 것이나 냉장한 것으로 한정한다),"Other, fresh or chilled",,
0207603100,절단육,Cuts,11020204,오리고기
0002076032,설육(屑肉),Offal,,
0207603210,간,Liver,11020304,오리 설육
0207603290,기타,Other,11020304,오리 설육
0000207604,기타(냉동한 것으로 한정한다),"Other, frozen",,
0207604100,절단육,Cuts,11020204,오리고기
0002076042,설육(屑肉),Offal,,
0207604210,간,Liver,11020304,오리 설육
0207604290,기타,Other,11020304,오리 설육
0208100000,토끼의 것,Of rabbits or hares,11020290,기타 육류
0208300000,영장류의 것,Of primates,11020290,기타 육류
0208401000,"고래 ? 돌고래ㆍ쇠돌고래(고래목의 포유동물), 매너티·듀공(바다소목의 포유동물)의 것","Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia)",11020290,기타 육류
0208402000,물개ㆍ바다사자ㆍ바다코끼리(기각아목의 포유동물)의 것,"Of seals, sea lions and walruses (mammals of the suborder Pinnipedia)",11020290,기타 육류
0208500000,파충류의 것(뱀과 거북을 포함한다),Of reptiles (including snakes and turtles),11020290,기타 육류
0208600000,낙타와 그 밖의 낙타과[카멜리대(Camelidae)과]의 것,Of camels and other camelids (Camelidae),11020290,기타 육류
0208901000,사슴의 것,Of deer,11020290,기타 육류
0002089090,기타,Other,,
0208909010,해양동물의 것,Of marine animals,11020290,기타 육류
0208909090,기타,Other,11020290,기타 육류
0209100000,돼지의 것,Of pigs,11020202,돼지고기
0209900000,기타,Other,11020202,돼지고기
0210110000,넓적다리살ㆍ어깨살과 이를 절단한 것(뼈가 있는 것으로 한정한다),"Hams, shoulders and cuts thereof, with bone in",11020202,돼지고기
0210120000,복부살(삼겹살)과 이를 절단한 것,Bellies (streaky) and cuts thereof,11020202,돼지고기
0210190000,기타,Other,11020202,돼지고기
0210201000,건조하거나 훈제한 것,Dried or smoked,11020201,소고기
0210209000,기타,Other,11020201,소고기
0210910000,영장류의 것,Of primates,11020290,기타 육류
0210921000,"고래 ? 돌고래ㆍ쇠돌고래(고래목의 포유동물), 매너티ㆍ듀공(바다소목의 포유동물)의 것","Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia)",11020290,기타 육류
0210922000,물개ㆍ바다사자ㆍ바다코끼리(기각아목의 포유동물)의 것,"Of seals, sea lions and walruses (mammals of the suborder Pinnipedia)",11020290,기타 육류
0210930000,파충류의 것(뱀과 거북을 포함한다),Of reptiles (including snakes and turtles),11020290,기타 육류
0002109910,육이나 설육(屑肉)의 식용 고운 가루ㆍ거친 가루,Edible flours and meals of meat or meat offal,,
0210991010,소의 것,Of bovine animals,11020201,소고기
0210991090,기타,Other,11020290,기타 육류
0002109990,기타,Other,,
0210999020,가금(家禽)류의 것,Of poultry,11020290,기타 육류
0210999090,기타,Other,11020290,기타 육류
0301111000,비단잉어,Fancy carp,11030190,기타 어류(활어)
0301119000,기타,Other,11030190,기타 어류(활어)
0301190000,기타,Other,11030190,기타 어류(활어)
0301910000,송어[살모 트루타(Salmo trutta)ㆍ옹코링쿠스 미키스(Oncorhynchus mykiss)ㆍ옹코링쿠스 클라키(Oncorhynchus clarki)ㆍ옹코링쿠스 아구아보니타(Oncorhynchus aguabonita)ㆍ옹코링쿠스 길래(Oncorhynchus gilae)ㆍ옹코링쿠스 아파케(Oncorhynchus apache)ㆍ옹코링쿠스 크리소가스터(Oncorhynchus chrysogaster)],"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",11030190,기타 어류(활어)
0301921000,실뱀장어(한 마리당 0.3그램 이하인 것으로서 양식용으로 한정한다),"Glass eels(Not exceeding 0.3g per unit, for aquaculture)",11030105,뱀장어(활어)
0301922000,새끼뱀장어(한 마리당 0.3그램 초과 50그램 이하인 것으로서 양식용으로 한정한다),"Young eels(exceeding 0.3g and not exceeding 50g per unit, for aquaculture)",11030105,뱀장어(활어)
0003019290,기타,Other,,
0301929010,실뱀장어(양식용은 제외한다),"Glass eels, other than for aquaculture",11030105,뱀장어(활어)
0301929090,기타,Other,11030105,뱀장어(활어)
0301931000,붕어[카라시우스(Carassius)속],Crusian carp (Carassius spp.),11030108,잉어(활어)
0301939000,기타,Other,11030108,잉어(활어)
0301940000,대서양 참다랑어와 태평양 참다랑어[터너스 티너스 (Thunnus thynnus)ㆍ터너스 오리엔탈리스(Thunnus orientalis)],"Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis)",11030101,참치(활어)
0301950000,남방 참다랑어[터너스 맥코이(Thunnus maccoyii)],Southern bluefin tunas (Thunnus maccoyii),11030101,참치(활어)
0301992000,방어,Yellow tail,11030190,기타 어류(활어)
0003019940,돔,Sea-bream,,
0301994010,치어(稚魚)(양식용으로 한정한다),Fry (for aquaculture),11030190,기타 어류(활어)
0030199409,기타,Other,,
0301994091,참돔[파그루스 마조르(Pagrus major)] ,Red seabream (Pagrus major),11030190,기타 어류(활어)
0301994099,기타,Other,11030190,기타 어류(활어)
0301995000,붕장어,Conger eel,11030190,기타 어류(활어)
0301996000,갯장어,Sharp toothed eel,11030190,기타 어류(활어)
0301997000,먹장어,Hagfish,11030106,먹장어(활어)
0301998000,넙치류[플루로넥티대(Pleuronectidae)과ㆍ바디대(Bothidae)과ㆍ사이노글로시대(Cynoglossidae)과ㆍ솔레이대(Soleidae)과ㆍ스코프탈미대(Scophthalmidae)과ㆍ시타리대(Citharidae)과],"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",11030103,넙치류(활어)
0003019990,기타,Other,,
0301999010,능성어,True bass,11030190,기타 어류(활어)
0301999020,복어,Puffers,11030190,기타 어류(활어)
0301999040,볼락(적어를 포함한다),Rock fish (including pacific ocean perch),11030190,기타 어류(활어)
0030199905,농어,Sea bass,,
0301999051,치어(稚魚)(양식용으로 한정한다),Fry (for aquaculture),11030190,기타 어류(활어)
0301999059,기타,Other,11030190,기타 어류(활어)
0301999060,숭어,Mullets,11030190,기타 어류(활어)
0301999070,미꾸라지,Loaches,11030107,미꾸라지(활어)
0301999080,메기,Cat fishes,11030190,기타 어류(활어)
0030199909,기타,Other,,
0301999091,노래미[헥사그라모스(Hexagrammos)속ㆍ아그라무스(Agrammus)속],"Rock Trout (Hexagrammos spp., Agrammus spp.)",11030190,기타 어류(활어)
0301999092,붕어[카라시우스(Carassius)속은 제외한다],Crusian carp (Other than Cyprinus spp.),11030104,붕어(활어)
0301999095,민어,Croakers,11030109,민어(활어)
0301999099,기타,Other,11030190,기타 어류(활어)
0302110000,송어[살모 트루타(Salmo trutta)ㆍ옹코링쿠스 미키스(Oncorhynchus mykiss)ㆍ옹코링쿠스 클라키(Oncorhynchus clarki)ㆍ옹코링쿠스 아구아보니타(Oncorhynchus aguabonita)ㆍ옹코링쿠스 길래(Oncorhynchus gilae)ㆍ옹코링쿠스 아파케(Oncorhynchus apache)ㆍ옹코링쿠스 크리소가스터(Oncorhynchus chrysogaster)],"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",11030202,연어(신선 또는 냉장)
0302130000,태평양 연어[옹코링쿠스 넬카(Oncorhynchus nerka)ㆍ옹코링쿠스 고르부스카(Oncorhynchus gorbuscha)ㆍ옹코링쿠스 케타(Oncorhynchus keta)ㆍ옹코링쿠스 차비차(Oncorhynchus tschawytscha)ㆍ옹코링쿠스 키수츠(Oncorhynchus kisutch)ㆍ옹코링쿠스 마소(Oncorhynchus masou)ㆍ옹코링쿠스 로두루스(Oncorhynchus rhodurus)],"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus)",11030202,연어(신선 또는 냉장)
0302140000,대서양 연어[살모 살라(Salmo salar)]와 다뉴브 연어[후코 후코(Hucho hucho)],Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho),11030202,연어(신선 또는 냉장)
0302190000,기타,Other,11030202,연어(신선 또는 냉장)
0302210000,넙치[레인하드티우스 히포글러소이데스(Reinhardtius hippoglossoides)ㆍ히포글러서스 히포글러서스(Hippoglossus hippoglossus)ㆍ히포글러서스 스테노레피스(Hippoglossus stenolepis)],"Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",11030290,기타 어류(신선 또는 냉장)
0302220000,가자미[플루로넥테스 플라테사(Pleuronectes platessa)],Plaice (Pleuronectes platessa),11030203,가자미(신선 또는 냉장)
0302230000,서대[솔레아(Solea)속],Sole (Solea spp.),11030290,기타 어류(신선 또는 냉장)
0302240000,터벗(turbots)[프세타 맥시마(Psetta maxima)],Turbots (Psetta maxima),11030290,기타 어류(신선 또는 냉장)
0302290000,기타,Other,11030290,기타 어류(신선 또는 냉장)
0302310000,날개다랑어나 긴지느러미 다랑어[터너스 알라룽가(Thunnus alalunga)],Albacore or longfinned tunas (Thunnus alalunga),11030201,참치(신선 또는 냉장)
0302320000,황다랑어[터너스 알바카레스(Thunnus albacares)],Yellowfin tunas (Thunnus albacares),11030201,참치(신선 또는 냉장)
0302330000,가다랑어(줄무늬 버니토)[카추워누스 펠라미스(Katsuwonus pelamis)],Skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis),11030201,참치(신선 또는 냉장)
0302340000,눈다랑어[터너스 오베서스(Thunnus obesus)],Bigeye tunas (Thunnus obesus),11030201,참치(신선 또는 냉장)
0302351000,대서양 참다랑어[터너스 티너스 (Thunnus thynnus)],Atlantic bluefin tunas (Thunnus thynnus),11030201,참치(신선 또는 냉장)
0302352000,태평양 참다랑어[터너스 오리엔탈리스(Thunnus orientalis)],Pacific bluefin tunas (Thunnus orientalis),11030201,참치(신선 또는 냉장)
0302360000,남방 참다랑어[터너스 맥코이(Thunnus maccoyii)],Southern bluefin tunas (Thunnus maccoyii),11030201,참치(신선 또는 냉장)
0302390000,기타,Other,11030201,참치(신선 또는 냉장)
0302410000,청어[클루페아 하렌구스(Clupea harengus)ㆍ클루페아 팔라시(Clupea pallasii)],"Herrings (Clupea harengus, Clupea pallasii)",11030290,기타 어류(신선 또는 냉장)
0302420000,멸치[엔그라울리스(Engraulis)속],Anchovies (Engraulis spp.),11030290,기타 어류(신선 또는 냉장)
0302430000,"정어리[사르디나 필차르두스(Sardina pilchardus)ㆍ사르디노프스(Sardinops)속], 사르디넬라[사르디넬라(Sardinella)속], 브리스링(brisling)이나 스프랫(sprats)[스프라투스 스프라투스(Sprattus sprattus)]","Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",11030290,기타 어류(신선 또는 냉장)
0302440000,고등어[스콤버 스콤브루스(Scomber scombrus)ㆍ스콤버 오스트랄라시쿠스(Scomber australasicus)ㆍ스콤버 자포니쿠스(Scomber japonicus)],"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",11030205,고등어(신선 또는 냉장)
0302450000,전갱이[트라커러스(Trachurus)속],Jack and horse mackerel (Trachurus spp.),11030290,기타 어류(신선 또는 냉장)
0302460000,날쌔기[라키센트론 카나둠(Rachycentron canadum)],Cobia (Rachycentron canadum),11030290,기타 어류(신선 또는 냉장)
0302470000,황새치[자이피어스 글래디어스(Xiphias gladius)],Swordfish (Xiphias gladius),11030201,참치(신선 또는 냉장)
0302491000,삼치[스콤버로모러스(Scomberomorus)속],Seerfishes (Scomberomorus spp.),11030209,삼치(신선 또는 냉장)
0302492000,병어[팜푸스(Pampus)속],Silver pomfrets (Pampus spp.),11030290,기타 어류(신선 또는 냉장)
0302493000,꽁치[콜로라비스 사이라(Cololabis saira)],Pacific saury (Cololabis saira),11030208,꽁치(신선 또는 냉장)
0302499000,기타,Other,11030290,기타 어류(신선 또는 냉장)
0302510000,대구[가두스 모르화(Gadus morhua)ㆍ가두스 오각(Gadus ogac)ㆍ가두스 마크로세팔루스(Gadus macrocephalus)],"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",11030204,대구(신선 또는 냉장)
0302520000,해덕[멜라노그라무스 애그레피누스(Melanogrammus aeglefinus)],Haddock (Melanogrammus aeglefinus),11030290,기타 어류(신선 또는 냉장)
0302530000,검정대구[폴라치우스 비렌스(Pollachius virens)],Coalfish (Pollachius virens),11030204,대구(신선 또는 냉장)
0302540000,민대구[메루키우스(Merluccius)속ㆍ유르피키스(Urophycis)속],"Hake (Merluccius spp., Urophycis spp.)",11030204,대구(신선 또는 냉장)
0302550000,명태[테라그라 찰코그라마(Theragra chalcogramma)],Alaska Pollock (Theragra chalcogramma),11030207,명태(신선 또는 냉장)
0302560000,블루 화이팅스(blue whitings)[마이크로메시스티우스 포우타소우(Micromesistius poutassou)ㆍ마이크로메시스티우스 오스트랄리스(Micromesistius australis)],"Blue whitings (Micromesistius poutassou, Micromesistius australis)",11030290,기타 어류(신선 또는 냉장)
0302590000,기타,Other,11030290,기타 어류(신선 또는 냉장)
0302710000,틸라피아[오레오크로미스(Oreochromis)속],Tilapias (Oreochromis spp.),11030290,기타 어류(신선 또는 냉장)
0302720000,메기[판가시우스(Pangasius)속ㆍ실루러스(Silurus)속ㆍ클라리아스(Clarias)속ㆍ익타루러스(Ictalurus)속],"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",11030290,기타 어류(신선 또는 냉장)
0302730000,잉어[사이프리너스(Cyprinus)속ㆍ카라시우스(Carassius)속ㆍ크테노파린고돈 이델루스(Ctenopharyngodon idellus)ㆍ하이포프탈미크티스(Hypophthalmichthys)속ㆍ시리누스(Cirrhinus)속ㆍ마일로파린고돈 피세우스(Mylopharyngodon piceus)ㆍ카틀라 카틀라(Catla catla)ㆍ라베오(Labeo)속ㆍ오스테오킬루스 하셀티(Osteochilus hasselti)ㆍ렙토바르부스 호에베니(Leptobarbus hoeveni)ㆍ메갈로브라마(Megalobrama)속],"Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)",11030212,잉어(신선 또는 냉장)
0302740000,뱀장어[앙귈라(Anguilla)속],Eels (Anguilla spp.),11030211,뱀장어(신선 또는 냉장)
0302790000,기타,Other,11030290,기타 어류(신선 또는 냉장)
0302810000,곱상어와 그 밖의 상어,Dogfish and other sharks,11030290,기타 어류(신선 또는 냉장)
0302820000,가오리와 홍어[라지대(Rajidae)과],Rays and skates (Rajidae),11030290,기타 어류(신선 또는 냉장)
0302830000,이빨고기[디소스티쿠스(Dissostichus)속],Toothfish (Dissostichus spp.),11030201,참치(신선 또는 냉장)
0302840000,농어[디센트라르쿠스(Dicentrarchus)속],Seabass (Dicentrarchus spp.),11030290,기타 어류(신선 또는 냉장)
0302850000,돔[스파리대(Sparidae)과],Seabream (Sparidae),11030290,기타 어류(신선 또는 냉장)
0302891000,방어,Yellow tail,11030290,기타 어류(신선 또는 냉장)
0302892000,갈치,Hair tail,11030206,갈치(신선 또는 냉장)
0302893000,붕장어,Conger eel,11030290,기타 어류(신선 또는 냉장)
0302894000,갯장어,Sharp toothed eel,11030290,기타 어류(신선 또는 냉장)
0302895000,학꽁치(Hyporhampus sajori),Horn fish (Hyporhampus sajori),11030208,꽁치(신선 또는 냉장)
0302896000,돔[스파리대(Sparidae)과는 제외한다],Seabream(other than Sparidae),11030290,기타 어류(신선 또는 냉장)
0003028990,기타,Other,,
0302899020,복어,Puffers,11030290,기타 어류(신선 또는 냉장)
0302899040,아귀,Angler (monkfish),11030290,기타 어류(신선 또는 냉장)
0302899090,기타,Other,11030290,기타 어류(신선 또는 냉장)
0302911000,간,Livers,11032301,수산물 부산물
0302912000,어란(魚卵)ㆍ어백(魚白),"Roes, milt",11030213,어란(신선 또는 냉장)
0302920000,상어 지느러미,Shark fins,11032301,수산물 부산물
0302990000,기타,Other,11032301,수산물 부산물
0303110000,소크아이 연어[홍연어(red salmon)][옹코링쿠스 넬카(Oncorhynchus nerka)],Sockeye salmon (red salmon) (Oncorhynchus nerka),11030302,연어(냉동)
0303120000,그 밖의 태평양 연어[옹코링쿠스 고르부스카(Oncorhynchus gorbuscha)ㆍ옹코링쿠스 케타(Oncorhynchus keta)ㆍ옹코링쿠스 차비차(Oncorhynchus tschawytscha)ㆍ옹코링쿠스 키수츠(Oncorhynchus kisutch)ㆍ옹코링쿠스 마소(Oncorhynchus masou)ㆍ옹코링쿠스 로두루스(Oncorhynchus rhodurus)],"Other Pacific salmon(Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus)",11030302,연어(냉동)
0303130000,대서양 연어[살모 살라(Salmo salar)]와 다뉴브 연어[후코 후코(Hucho hucho)],Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho),11030302,연어(냉동)
